Simulationsschritt	Durchschnittsdichte
185	1.00058
186	1.00058
187	1.00058
188	1.00058
189	1.00057
190	1.00057
191	1.00057
192	1.00057
193	1.00057
194	1.00058
195	1.00058
196	1.00059
197	1.00059
198	1.0006
199	1.0006
200	1.0006
201	1.00061
202	1.00061
203	1.00061
204	1.00062
205	1.00062
206	1.00063
207	1.00064
208	1.00065
209	1.00065
210	1.00066
211	1.00067
212	1.00067
213	1.00068
214	1.00068
215	1.00068
216	1.00069
217	1.00069
218	1.0007
219	1.00071
220	1.00072
221	1.00073
222	1.00074
223	1.00075
224	1.00075
225	1.00074
226	1.00074
227	1.00074
228	1.00073
229	1.00073
230	1.00073
231	1.00073
232	1.00073
233	1.00072
234	1.00072
235	1.00071
236	1.00071
237	1.00071
238	1.0007
239	1.00068
240	1.00067
241	1.00066
242	1.00066
243	1.00066
244	1.00065
245	1.00065
246	1.00064
247	1.00064
248	1.00063
249	1.00063
250	1.00063
251	1.00063
252	1.00064
253	1.00064
254	1.00064
255	1.00064
256	1.00063
257	1.00062
258	1.00061
259	1.0006
260	1.0006
261	1.0006
262	1.0006
263	1.0006
264	1.00059
265	1.00059
266	1.00058
267	1.00057
268	1.00056
269	1.00054
270	1.00053
271	1.00052
272	1.00052
273	1.00051
274	1.00051
275	1.00051
276	1.00051
277	1.00052
278	1.00053
279	1.00053
280	1.00053
281	1.00053
282	1.00053
283	1.00053
284	1.00053
285	1.00053
286	1.00052
287	1.00052
288	1.00052
289	1.00051
290	1.00051
291	1.00051
292	1.0005
293	1.00051
294	1.00051
295	1.00051
296	1.00052
297	1.00053
298	1.00054
299	1.00055
300	1.00056
301	1.00057
302	1.00058
303	1.00058
304	1.00059
305	1.00059
306	1.00059
307	1.0006
308	1.0006
309	1.0006
310	1.00059
311	1.00059
312	1.00058
313	1.00058
314	1.00057
315	1.00058
316	1.00058
317	1.00059
318	1.0006
319	1.00061
320	1.00061
321	1.00062
322	1.00062
323	1.00063
324	1.00063
325	1.00065
326	1.00066
327	1.00068
328	1.0007
329	1.00071
330	1.00071
331	1.00071
332	1.0007
333	1.00069
334	1.00067
335	1.00067
336	1.00066
337	1.00067
338	1.00067
339	1.00067
340	1.00068
341	1.00068
342	1.00069
343	1.0007
344	1.00071
345	1.00072
346	1.00073
347	1.00075
348	1.00076
349	1.00077
350	1.00077
351	1.00077
352	1.00077
353	1.00076
354	1.00076
355	1.00075
356	1.00075
357	1.00074
358	1.00074
359	1.00073
360	1.00072
361	1.00071
362	1.0007
363	1.00069
364	1.00068
365	1.00068
366	1.00068
367	1.00069
368	1.00069
369	1.00069
370	1.0007
371	1.0007
372	1.00071
373	1.00071
374	1.00071
375	1.0007
376	1.0007
377	1.0007
378	1.0007
379	1.00069
380	1.00068
381	1.00068
382	1.00068
383	1.00067
384	1.00067
385	1.00067
386	1.00067
387	1.00067
388	1.00066
389	1.00065
390	1.00065
391	1.00064
392	1.00062
393	1.00062
394	1.00061
395	1.0006
396	1.00059
397	1.00059
398	1.00059
399	1.00059
400	1.00059
401	1.00059
402	1.00059
403	1.00058
404	1.00057
405	1.00056
406	1.00055
407	1.00054
408	1.00053
409	1.00052
410	1.00052
411	1.00053
412	1.00053
413	1.00055
414	1.00056
415	1.00057
416	1.00059
417	1.00061
418	1.00062
419	1.00063
420	1.00064
421	1.00065
422	1.00065
423	1.00065
424	1.00065
425	1.00064
426	1.00064
427	1.00064
428	1.00064
429	1.00064
430	1.00064
431	1.00065
432	1.00066
433	1.00067
434	1.00068
435	1.00068
436	1.00068
437	1.00068
438	1.00067
439	1.00066
440	1.00066
441	1.00065
442	1.00065
443	1.00065
444	1.00065
445	1.00066
446	1.00067
447	1.00068
448	1.00069
449	1.00069
450	1.0007
451	1.0007
452	1.00071
453	1.00071
454	1.0007
455	1.0007
456	1.0007
457	1.0007
458	1.0007
459	1.0007
460	1.0007
461	1.0007
462	1.0007
463	1.00071
464	1.00071
465	1.0007
466	1.0007
467	1.0007
468	1.00069
469	1.00068
470	1.00067
471	1.00066
472	1.00065
473	1.00064
474	1.00063
475	1.00062
476	1.00062
477	1.00062
478	1.00062
479	1.00062
480	1.00062
481	1.00062
482	1.00062
483	1.00061
484	1.00061
485	1.00061
486	1.0006
487	1.0006
488	1.0006
489	1.00059
490	1.0006
491	1.0006
492	1.0006
493	1.0006
494	1.0006
495	1.00061
496	1.00061
497	1.00061
498	1.00061
499	1.00061
500	1.00061
501	1.00061
502	1.00061
503	1.0006
504	1.0006
505	1.0006
506	1.0006
507	1.0006
508	1.0006
509	1.0006
510	1.0006
511	1.00059
512	1.0006
513	1.0006
514	1.0006
515	1.0006
516	1.00061
517	1.00061
518	1.00061
519	1.00062
520	1.00063
521	1.00063
522	1.00064
523	1.00065
524	1.00065
525	1.00066
526	1.00067
527	1.00068
528	1.00068
529	1.00069
530	1.0007
531	1.0007
532	1.00071
533	1.00071
534	1.00072
535	1.00072
536	1.00072
537	1.00072
538	1.00072
539	1.00072
540	1.00073
541	1.00073
542	1.00072
543	1.00072
544	1.00072
545	1.00071
546	1.0007
547	1.0007
548	1.00069
549	1.00069
550	1.00068
551	1.00068
552	1.00068
553	1.00068
554	1.00068
555	1.00068
556	1.00068
557	1.00068
558	1.00068
559	1.00068
560	1.00068
561	1.00067
562	1.00067
563	1.00067
564	1.00066
565	1.00066
566	1.00065
567	1.00065
568	1.00064
569	1.00064
570	1.00063
571	1.00063
572	1.00062
573	1.00062
574	1.00061
575	1.0006
576	1.00059
577	1.00059
578	1.00058
579	1.00057
580	1.00056
581	1.00055
582	1.00055
583	1.00054
584	1.00053
585	1.00053
586	1.00053
587	1.00052
588	1.00052
589	1.00052
590	1.00052
591	1.00053
592	1.00053
593	1.00054
594	1.00054
595	1.00054
596	1.00055
597	1.00056
598	1.00056
599	1.00057
600	1.00058
601	1.00059
602	1.00059
603	1.0006
604	1.00061
605	1.00062
606	1.00063
607	1.00063
608	1.00064
609	1.00064
610	1.00064
611	1.00065
612	1.00065
613	1.00065
614	1.00065
615	1.00065
616	1.00066
617	1.00066
618	1.00067
619	1.00067
620	1.00068
621	1.00068
622	1.00069
623	1.00069
624	1.0007
625	1.0007
626	1.00071
627	1.00071
628	1.00072
629	1.00072
630	1.00072
631	1.00073
632	1.00073
633	1.00074
634	1.00074
635	1.00075
636	1.00075
637	1.00076
638	1.00076
639	1.00077
640	1.00077
641	1.00077
642	1.00077
643	1.00077
644	1.00077
645	1.00077
646	1.00076
647	1.00076
648	1.00075
649	1.00075
650	1.00074
651	1.00074
652	1.00073
653	1.00073
654	1.00072
655	1.00072
656	1.00072
657	1.00071
658	1.00071
659	1.0007
660	1.0007
661	1.0007
662	1.0007
663	1.0007
664	1.0007
665	1.00069
666	1.00069
667	1.00069
668	1.00069
669	1.00069
670	1.00068
671	1.00067
672	1.00067
673	1.00066
674	1.00064
675	1.00063
676	1.00062
677	1.00061
678	1.00059
679	1.00058
680	1.00057
681	1.00056
682	1.00055
683	1.00054
684	1.00053
685	1.00053
686	1.00052
687	1.00051
688	1.00051
689	1.0005
690	1.00049
691	1.00049
692	1.00048
693	1.00048
694	1.00048
695	1.00049
696	1.00049
697	1.0005
698	1.00051
699	1.00052
700	1.00053
701	1.00055
702	1.00056
703	1.00058
704	1.00059
705	1.00061
706	1.00063
707	1.00064
708	1.00065
709	1.00066
710	1.00067
711	1.00068
712	1.00069
713	1.00069
714	1.00069
715	1.0007
716	1.0007
717	1.0007
718	1.0007
719	1.0007
720	1.00069
721	1.00069
722	1.00069
723	1.00069
724	1.00068
725	1.00068
726	1.00068
727	1.00067
728	1.00067
729	1.00067
730	1.00067
731	1.00067
732	1.00066
733	1.00066
734	1.00067
735	1.00067
736	1.00067
737	1.00068
738	1.00068
739	1.00068
740	1.00069
741	1.00069
742	1.0007
743	1.0007
744	1.00071
745	1.00071
746	1.00071
747	1.00071
748	1.00072
749	1.00072
750	1.00072
751	1.00072
752	1.00072
753	1.00072
754	1.00072
755	1.00072
756	1.00071
757	1.00071
758	1.00071
759	1.0007
760	1.0007
761	1.00069
762	1.00069
763	1.00068
764	1.00068
765	1.00068
766	1.00068
767	1.00068
768	1.00068
769	1.00068
770	1.00068
771	1.00069
772	1.00069
773	1.00069
774	1.0007
775	1.0007
776	1.0007
777	1.0007
778	1.0007
779	1.0007
780	1.0007
781	1.00069
782	1.00069
783	1.00069
784	1.00068
785	1.00067
786	1.00066
787	1.00066
788	1.00065
789	1.00064
790	1.00063
791	1.00062
792	1.00061
793	1.0006
794	1.00059
795	1.00057
796	1.00057
797	1.00056
798	1.00055
799	1.00054
800	1.00053
801	1.00053
802	1.00052
803	1.00052
804	1.00052
805	1.00052
806	1.00052
807	1.00052
808	1.00053
809	1.00053
810	1.00054
811	1.00054
812	1.00055
813	1.00056
814	1.00057
815	1.00058
816	1.00059
817	1.0006
818	1.00061
819	1.00062
820	1.00062
821	1.00063
822	1.00064
823	1.00064
824	1.00064
825	1.00065
826	1.00065
827	1.00065
828	1.00065
829	1.00065
830	1.00065
831	1.00065
832	1.00065
833	1.00065
834	1.00065
835	1.00065
836	1.00066
837	1.00066
838	1.00066
839	1.00067
840	1.00067
841	1.00067
842	1.00067
843	1.00068
844	1.00068
845	1.00069
846	1.00069
847	1.0007
848	1.0007
849	1.00071
850	1.00071
851	1.00072
852	1.00072
853	1.00073
854	1.00073
855	1.00074
856	1.00074
857	1.00074
858	1.00074
859	1.00074
860	1.00074
861	1.00074
862	1.00074
863	1.00074
864	1.00073
865	1.00073
866	1.00073
867	1.00072
868	1.00071
869	1.00071
870	1.0007
871	1.0007
872	1.00069
873	1.00069
874	1.00068
875	1.00068
876	1.00067
877	1.00067
878	1.00067
879	1.00067
880	1.00066
881	1.00066
882	1.00066
883	1.00066
884	1.00066
885	1.00066
886	1.00065
887	1.00065
888	1.00065
889	1.00065
890	1.00064
891	1.00064
892	1.00063
893	1.00063
894	1.00062
895	1.00062
896	1.00061
897	1.0006
898	1.0006
899	1.00059
900	1.00058
901	1.00058
902	1.00057
903	1.00057
904	1.00056
905	1.00055
906	1.00055
907	1.00055
908	1.00054
909	1.00054
910	1.00054
911	1.00054
912	1.00054
913	1.00055
914	1.00055
915	1.00055
916	1.00056
917	1.00057
918	1.00057
919	1.00058
920	1.00059
921	1.0006
922	1.0006
923	1.00061
924	1.00062
925	1.00062
926	1.00063
927	1.00063
928	1.00063
929	1.00064
930	1.00064
931	1.00064
932	1.00064
933	1.00064
934	1.00064
935	1.00064
936	1.00064
937	1.00064
938	1.00064
939	1.00064
940	1.00064
941	1.00064
942	1.00064
943	1.00064
944	1.00064
945	1.00064
946	1.00064
947	1.00065
948	1.00065
949	1.00066
950	1.00066
951	1.00067
952	1.00068
953	1.00069
954	1.0007
955	1.0007
956	1.00071
957	1.00072
958	1.00073
959	1.00074
960	1.00074
961	1.00075
962	1.00076
963	1.00076
964	1.00076
965	1.00076
966	1.00076
967	1.00076
968	1.00076
969	1.00076
970	1.00075
971	1.00075
972	1.00074
973	1.00073
974	1.00073
975	1.00072
976	1.00071
977	1.0007
978	1.00069
979	1.00068
980	1.00068
981	1.00067
982	1.00066
983	1.00066
984	1.00066
985	1.00065
986	1.00065
987	1.00065
988	1.00065
989	1.00065
990	1.00065
991	1.00065
992	1.00065
993	1.00065
994	1.00065
995	1.00066
996	1.00066
997	1.00066
998	1.00066
999	1.00066
