Iteration	Durchschnittsdichte
616	1.11216
617	1.11166
618	1.11073
619	1.1094
620	1.10767
621	1.10559
622	1.10317
623	1.10046
624	1.09751
625	1.09436
626	1.09104
627	1.0876
628	1.08409
629	1.08055
630	1.07703
631	1.07355
632	1.07017
633	1.06692
634	1.06383
635	1.06094
636	1.05826
637	1.05583
638	1.05365
639	1.05176
640	1.05016
641	1.04886
642	1.04787
643	1.04721
644	1.04687
645	1.04685
646	1.04716
647	1.04779
648	1.04873
649	1.04998
650	1.05153
651	1.05336
652	1.05545
653	1.05779
654	1.06036
655	1.06313
656	1.06608
657	1.06917
658	1.07239
659	1.07568
660	1.07902
661	1.08237
662	1.08569
663	1.08893
664	1.09206
665	1.09502
666	1.09778
667	1.10032
668	1.10258
669	1.10455
670	1.10618
671	1.10746
672	1.10836
673	1.10888
674	1.109
675	1.10874
676	1.10808
677	1.10705
678	1.10566
679	1.10395
680	1.10192
681	1.09961
682	1.09706
683	1.0943
684	1.09137
685	1.08831
686	1.08516
687	1.08197
688	1.07876
689	1.07559
690	1.07247
691	1.06946
692	1.06658
693	1.06385
694	1.06132
695	1.05899
696	1.05689
697	1.05504
698	1.05345
699	1.05213
700	1.05109
701	1.05034
702	1.04988
703	1.04972
704	1.04985
705	1.05028
706	1.05099
707	1.05199
708	1.05326
709	1.05479
710	1.05657
711	1.05859
712	1.06082
713	1.06325
714	1.06585
715	1.06859
716	1.07145
717	1.07439
718	1.07739
719	1.08041
720	1.08341
721	1.08636
722	1.08922
723	1.09195
724	1.09452
725	1.0969
726	1.09904
727	1.10092
728	1.10253
729	1.10383
730	1.1048
731	1.10544
732	1.10574
733	1.10569
734	1.10529
735	1.10456
736	1.10349
737	1.10211
738	1.10043
739	1.09849
740	1.09631
741	1.09393
742	1.09138
743	1.08869
744	1.0859
745	1.08303
746	1.08014
747	1.07725
748	1.0744
749	1.07162
750	1.06894
751	1.06639
752	1.06399
753	1.06178
754	1.05976
755	1.05796
756	1.05639
757	1.05506
758	1.05399
759	1.05317
760	1.05263
761	1.05235
762	1.05234
763	1.0526
764	1.05313
765	1.05392
766	1.05497
767	1.05626
768	1.05779
769	1.05953
770	1.06148
771	1.06362
772	1.06592
773	1.06837
774	1.07094
775	1.0736
776	1.07632
777	1.07907
778	1.08182
779	1.08454
780	1.08718
781	1.08973
782	1.09214
783	1.09439
784	1.09643
785	1.09825
786	1.09983
787	1.10114
788	1.10216
789	1.10289
790	1.1033
791	1.10339
792	1.10317
793	1.10264
794	1.10181
795	1.10069
796	1.0993
797	1.09766
798	1.09578
799	1.09371
800	1.09145
801	1.08906
802	1.08656
803	1.08398
804	1.08135
805	1.07872
806	1.0761
807	1.07354
808	1.07105
809	1.06867
810	1.06641
811	1.06431
812	1.06238
813	1.06063
814	1.05909
815	1.05777
816	1.05667
817	1.05581
818	1.05519
819	1.05482
820	1.05469
821	1.05481
822	1.05517
823	1.05578
824	1.05663
825	1.0577
826	1.05899
827	1.06049
828	1.06218
829	1.06406
830	1.06609
831	1.06827
832	1.07056
833	1.07294
834	1.0754
835	1.07789
