Iteration	Durchschnittsdichte
598	0.990681
599	0.990659
600	0.990636
601	0.990615
602	0.990594
603	0.990576
604	0.990558
605	0.990546
606	0.990535
607	0.990528
608	0.990525
609	0.990525
610	0.990525
611	0.990531
612	0.990538
613	0.990551
614	0.990564
615	0.990581
616	0.990601
617	0.990624
618	0.990647
619	0.990671
620	0.990694
621	0.990717
622	0.990736
623	0.990753
624	0.990767
625	0.990782
626	0.990798
627	0.990813
628	0.990828
629	0.990842
630	0.990855
631	0.990869
632	0.990887
633	0.990905
634	0.990926
635	0.990946
636	0.990968
637	0.990992
638	0.991015
639	0.991035
640	0.991051
641	0.991065
642	0.991078
643	0.991088
644	0.991094
645	0.991096
646	0.991091
647	0.991081
648	0.99107
649	0.99106
650	0.991047
651	0.991032
652	0.991017
653	0.990998
654	0.990977
655	0.990959
656	0.990942
657	0.990924
658	0.990908
659	0.990893
660	0.99088
661	0.990865
662	0.99085
663	0.990834
664	0.99082
665	0.990804
666	0.990792
667	0.990783
668	0.990773
669	0.99076
670	0.99075
671	0.990737
672	0.990724
673	0.99071
674	0.990695
675	0.990682
676	0.990667
677	0.990661
678	0.990657
679	0.990657
680	0.99066
681	0.990664
682	0.99067
683	0.990676
684	0.990684
685	0.990693
686	0.990705
687	0.990718
688	0.990733
689	0.99075
690	0.990766
691	0.990782
692	0.990801
693	0.99082
694	0.990839
695	0.990861
696	0.99088
697	0.9909
698	0.990923
699	0.990945
700	0.990967
701	0.99099
702	0.991013
703	0.991034
704	0.991057
705	0.991076
706	0.991094
707	0.991109
708	0.99112
709	0.991128
710	0.991135
711	0.991136
712	0.991138
713	0.991135
714	0.991129
715	0.991121
716	0.991114
717	0.991103
718	0.991092
719	0.991082
720	0.991073
721	0.991064
722	0.991054
723	0.991044
724	0.991033
725	0.99102
726	0.991006
727	0.990992
728	0.990975
729	0.990962
730	0.990949
731	0.99094
732	0.99093
733	0.99092
734	0.990911
735	0.990901
736	0.99089
737	0.990877
738	0.990862
739	0.990843
740	0.990824
741	0.990805
742	0.990785
743	0.990767
744	0.990752
745	0.990739
746	0.990727
747	0.990721
748	0.990716
749	0.990712
750	0.990713
751	0.990718
752	0.990725
753	0.990734
754	0.990746
755	0.990757
756	0.990767
757	0.990781
758	0.990794
759	0.990811
760	0.990831
761	0.990851
762	0.990874
763	0.990897
764	0.990921
765	0.990947
766	0.99097
767	0.990989
768	0.991009
769	0.991027
770	0.991043
771	0.991058
772	0.991074
773	0.991089
774	0.991102
775	0.991115
776	0.991124
777	0.991133
778	0.991143
779	0.99115
780	0.991157
781	0.991165
782	0.991172
783	0.991029
784	0.991182
785	0.991186
786	0.991186
787	0.991184
788	0.991179
789	0.991174
790	0.991164
791	0.991157
792	0.991146
793	0.991134
794	0.991119
795	0.991101
796	0.991081
797	0.991059
798	0.991035
799	0.991012
800	0.990989
801	0.990966
802	0.990945
803	0.990925
804	0.990905
805	0.990885
806	0.990864
807	0.990844
808	0.990824
809	0.990806
810	0.990791
811	0.990777
812	0.990766
813	0.990756
814	0.990748
815	0.990744
816	0.990744
817	0.990744
818	0.990745
819	0.990747
820	0.990753
821	0.990758
822	0.990771
823	0.990785
824	0.990801
825	0.990817
826	0.990838
827	0.990859
828	0.990882
829	0.990904
830	0.990926
831	0.990947
832	0.990971
833	0.990995
834	0.991021
835	0.991045
836	0.991072
837	0.991097
838	0.991123
839	0.991148
840	0.991173
841	0.991193
842	0.991213
843	0.991232
844	0.991248
845	0.991264
846	0.991281
847	0.991295
848	0.991306
849	0.991317
850	0.991321
851	0.991321
852	0.991318
853	0.991311
854	0.991303
855	0.991291
856	0.991281
857	0.991269
858	0.991256
859	0.99124
860	0.991223
861	0.991203
862	0.991182
863	0.991158
864	0.991132
865	0.991106
866	0.991078
867	0.991051
868	0.991024
869	0.990996
870	0.990971
871	0.990947
872	0.990922
873	0.990897
874	0.990873
875	0.99085
876	0.990832
877	0.990816
878	0.990802
879	0.990791
880	0.990781
881	0.990771
882	0.990762
883	0.990754
884	0.99075
885	0.990748
886	0.99075
887	0.990756
888	0.990765
889	0.990778
890	0.990794
891	0.990813
892	0.990835
893	0.990856
894	0.99088
895	0.990904
896	0.990928
897	0.990953
898	0.99098
899	0.991008
900	0.991038
901	0.991069
902	0.991103
903	0.991141
904	0.991179
905	0.99122
906	0.991257
907	0.991291
908	0.991323
909	0.99135
910	0.991376
911	0.991398
912	0.991415
913	0.991426
914	0.991431
915	0.991433
916	0.991428
917	0.991423
918	0.991415
919	0.991406
920	0.991392
921	0.991378
922	0.99136
923	0.991342
924	0.991322
925	0.9913
926	0.991275
927	0.991248
928	0.991218
929	0.991186
930	0.991156
931	0.991127
932	0.991098
933	0.991067
934	0.991036
935	0.991004
936	0.99097
937	0.990941
938	0.99091
939	0.99088
940	0.99085
941	0.99082
942	0.990792
943	0.990766
944	0.990739
945	0.990714
946	0.990693
947	0.990677
948	0.990662
949	0.990654
950	0.990648
951	0.990647
952	0.990653
953	0.99066
954	0.990669
955	0.990683
956	0.990697
957	0.990712
958	0.990727
959	0.990746
960	0.990767
961	0.990787
962	0.99081
963	0.990832
964	0.990856
965	0.990882
966	0.990904
967	0.990931
968	0.990959
969	0.990989
970	0.991023
971	0.991062
972	0.991101
973	0.991146
974	0.991191
975	0.991236
976	0.991279
977	0.991315
978	0.991345
979	0.991367
980	0.991382
981	0.991394
982	0.991403
983	0.991408
984	0.991411
985	0.99141
986	0.991404
987	0.991396
988	0.991383
989	0.991369
990	0.991352
991	0.991332
992	0.99131
993	0.991287
994	0.991264
995	0.991242
996	0.991224
997	0.991203
998	0.991186
999	0.991169
1000	0.991153
1001	0.991137
1002	0.99112
1003	0.991103
1004	0.991082
1005	0.991059
1006	0.991032
1007	0.991005
1008	0.990976
1009	0.990947
1010	0.990918
1011	0.990888
1012	0.990856
1013	0.990824
1014	0.990794
1015	0.990766
1016	0.990742
1017	0.990721
1018	0.9907
1019	0.990684
1020	0.990673
1021	0.990665
1022	0.990665
1023	0.990673
1024	0.990683
1025	0.990699
1026	0.990718
1027	0.990739
1028	0.990764
1029	0.99079
1030	0.990819
1031	0.990852
1032	0.990886
1033	0.99092
1034	0.990953
1035	0.990987
1036	0.991019
1037	0.991052
1038	0.991083
1039	0.991117
1040	0.991145
1041	0.991177
1042	0.991207
1043	0.991236
1044	0.991263
1045	0.991286
1046	0.991309
1047	0.991331
1048	0.991345
1049	0.991357
1050	0.991364
1051	0.991369
1052	0.991372
1053	0.991375
1054	0.991377
1055	0.991377
1056	0.991375
1057	0.991373
1058	0.99137
1059	0.991365
1060	0.991362
1061	0.991356
1062	0.991349
1063	0.991341
1064	0.991332
1065	0.991319
1066	0.991306
1067	0.991289
1068	0.991273
1069	0.991255
1070	0.991237
1071	0.991218
1072	0.991199
1073	0.991177
1074	0.991156
1075	0.991131
1076	0.991106
1077	0.991081
1078	0.991057
1079	0.991033
1080	0.991011
1081	0.990988
1082	0.990963
1083	0.990938
1084	0.990913
1085	0.990893
1086	0.990876
1087	0.990863
1088	0.990855
1089	0.99085
1090	0.99085
1091	0.990855
1092	0.990862
1093	0.990872
1094	0.990887
1095	0.990903
1096	0.990926
1097	0.990949
1098	0.990975
1099	0.991005
1100	0.991037
1101	0.991069
1102	0.991101
1103	0.991132
1104	0.991161
1105	0.991186
1106	0.991208
1107	0.991229
1108	0.991249
1109	0.991267
1110	0.991288
1111	0.991309
1112	0.991329
1113	0.991351
1114	0.991369
1115	0.991388
1116	0.991409
1117	0.991425
1118	0.991439
1119	0.991453
1120	0.991466
1121	0.991478
1122	0.991488
1123	0.991498
1124	0.991505
1125	0.991511
1126	0.991513
1127	0.991513
1128	0.99151
1129	0.991506
1130	0.991497
1131	0.991488
1132	0.991476
1133	0.991461
1134	0.991444
1135	0.991426
1136	0.991403
1137	0.991379
1138	0.991352
1139	0.991326
1140	0.991299
1141	0.991273
1142	0.991247
1143	0.991223
1144	0.991202
1145	0.991183
1146	0.991165
1147	0.991151
1148	0.991137
1149	0.991125
1150	0.991114
1151	0.991106
1152	0.991101
1153	0.991098
1154	0.991098
1155	0.991097
1156	0.991097
1157	0.991096
1158	0.991098
1159	0.9911
1160	0.991102
1161	0.991104
1162	0.991105
1163	0.991105
1164	0.991104
1165	0.991103
1166	0.991108
1167	0.991116
1168	0.991126
1169	0.991139
1170	0.991156
1171	0.991174
1172	0.991194
1173	0.991218
1174	0.991243
1175	0.99127
1176	0.991296
1177	0.991324
1178	0.991353
1179	0.991382
1180	0.991409
1181	0.991438
1182	0.991464
1183	0.991488
1184	0.99151
1185	0.991531
1186	0.991551
1187	0.991566
1188	0.99158
1189	0.99159
1190	0.991599
1191	0.991608
1192	0.991615
1193	0.99162
1194	0.991626
1195	0.991631
1196	0.991635
1197	0.991637
1198	0.991636
1199	0.991633
1200	0.99163
1201	0.991625
1202	0.991618
1203	0.991611
1204	0.991603
1205	0.99159
1206	0.991576
1207	0.991557
1208	0.991536
1209	0.99151
1210	0.991484
1211	0.991459
1212	0.991434
1213	0.99141
1214	0.991388
1215	0.991367
1216	0.991348
1217	0.991329
1218	0.991312
1219	0.991297
1220	0.99128
1221	0.991266
1222	0.991251
1223	0.991239
1224	0.991229
1225	0.991223
1226	0.991216
1227	0.991213
1228	0.991212
1229	0.99121
1230	0.991209
1231	0.991211
1232	0.991214
1233	0.991217
1234	0.991224
1235	0.991231
1236	0.991239
1237	0.991252
1238	0.991265
1239	0.991282
1240	0.991298
1241	0.991316
1242	0.991338
1243	0.991362
1244	0.991388
1245	0.991416
1246	0.991446
1247	0.991476
1248	0.991503
1249	0.991533
1250	0.991562
1251	0.99159
1252	0.991617
1253	0.991642
1254	0.991665
1255	0.99169
1256	0.991714
1257	0.991736
1258	0.991757
1259	0.991776
1260	0.991791
1261	0.991805
1262	0.991815
1263	0.991822
1264	0.991828
1265	0.991834
1266	0.991836
1267	0.991837
1268	0.991835
1269	0.991831
1270	0.991822
1271	0.991811
1272	0.991796
1273	0.991777
1274	0.991758
1275	0.991735
1276	0.991713
1277	0.991687
1278	0.991659
1279	0.991631
1280	0.991602
1281	0.991573
1282	0.991545
1283	0.991517
1284	0.991488
1285	0.991463
1286	0.991437
1287	0.991414
1288	0.991392
1289	0.991373
1290	0.991356
1291	0.99134
1292	0.991325
1293	0.99131
1294	0.991295
1295	0.991283
1296	0.991273
1297	0.991267
1298	0.991263
1299	0.991262
1300	0.991263
1301	0.991264
1302	0.991265
1303	0.991268
1304	0.99127
1305	0.991275
1306	0.991284
1307	0.991295
1308	0.991308
1309	0.991326
1310	0.991345
1311	0.991369
1312	0.991397
1313	0.991428
1314	0.991464
1315	0.991501
1316	0.991542
1317	0.991585
1318	0.991627
1319	0.991667
1320	0.991703
1321	0.991736
1322	0.991765
1323	0.991791
1324	0.991815
1325	0.991835
1326	0.991855
1327	0.991868
1328	0.991881
1329	0.991888
1330	0.991893
1331	0.991895
1332	0.991894
1333	0.991891
1334	0.991889
1335	0.991885
1336	0.991882
1337	0.99188
1338	0.991876
1339	0.991871
1340	0.991862
1341	0.991851
1342	0.991834
1343	0.991815
1344	0.991794
1345	0.991771
1346	0.991746
1347	0.991719
1348	0.991691
1349	0.991662
1350	0.991631
1351	0.991602
1352	0.99157
1353	0.991542
1354	0.991513
1355	0.991486
1356	0.991461
1357	0.991438
1358	0.991417
1359	0.9914
1360	0.991383
1361	0.991368
1362	0.991357
1363	0.991346
1364	0.991338
1365	0.991332
1366	0.991329
1367	0.991326
1368	0.991327
1369	0.991329
1370	0.991334
1371	0.99134
1372	0.991349
1373	0.991359
1374	0.991375
1375	0.991394
1376	0.991418
1377	0.991442
1378	0.991468
1379	0.991495
1380	0.991524
1381	0.991557
1382	0.991591
1383	0.991628
1384	0.991666
1385	0.991704
1386	0.991741
1387	0.991773
1388	0.991804
1389	0.991834
1390	0.991863
1391	0.991893
1392	0.991923
1393	0.991951
1394	0.991978
1395	0.992002
1396	0.992026
1397	0.992045
1398	0.992057
1399	0.992063
1400	0.992064
1401	0.992061
1402	0.992057
1403	0.992051
1404	0.992046
1405	0.992038
1406	0.992032
1407	0.99202
1408	0.992007
1409	0.99199
1410	0.99197
1411	0.99195
1412	0.991925
1413	0.991902
1414	0.991877
1415	0.991853
1416	0.991829
1417	0.991803
1418	0.991776
1419	0.991747
1420	0.991716
1421	0.991686
1422	0.991656
1423	0.991626
1424	0.991597
1425	0.991571
1426	0.991547
1427	0.991526
1428	0.991507
1429	0.991488
1430	0.99147
1431	0.991449
1432	0.991433
1433	0.99142
1434	0.99141
1435	0.991406
1436	0.991407
1437	0.991411
1438	0.991418
1439	0.991429
1440	0.991441
1441	0.991454
1442	0.991471
1443	0.991485
1444	0.991505
1445	0.991525
1446	0.99155
1447	0.991576
1448	0.991602
1449	0.99163
1450	0.99166
1451	0.991689
1452	0.991721
1453	0.991755
1454	0.991791
1455	0.991828
1456	0.991867
1457	0.991903
1458	0.99194
1459	0.991974
1460	0.992005
1461	0.992033
1462	0.992058
1463	0.992081
1464	0.992102
1465	0.992121
1466	0.992141
1467	0.992157
1468	0.992169
1469	0.992179
1470	0.992185
1471	0.992185
1472	0.992182
1473	0.992177
1474	0.992166
1475	0.992155
1476	0.99214
1477	0.992123
1478	0.992108
1479	0.992089
1480	0.992072
1481	0.992048
1482	0.992024
1483	0.991998
1484	0.991973
1485	0.991948
1486	0.991926
1487	0.991904
1488	0.991881
1489	0.991857
1490	0.99183
1491	0.991803
1492	0.991774
1493	0.991744
1494	0.991717
1495	0.99169
1496	0.991665
1497	0.991643
1498	0.991622
1499	0.991607
1500	0.991594
1501	0.991582
1502	0.991574
1503	0.991569
1504	0.991565
1505	0.991564
1506	0.991569
1507	0.991574
1508	0.991583
1509	0.991592
1510	0.991607
1511	0.991623
1512	0.991639
1513	0.99166
1514	0.991683
1515	0.991709
1516	0.991735
1517	0.991761
1518	0.991788
1519	0.991814
1520	0.99184
1521	0.991867
1522	0.991896
1523	0.991924
1524	0.991953
1525	0.99198
1526	0.992006
1527	0.992034
1528	0.992062
1529	0.992089
1530	0.992114
1531	0.99214
1532	0.992163
1533	0.992182
1534	0.992199
1535	0.992212
1536	0.992226
1537	0.992238
1538	0.992249
1539	0.992256
1540	0.992262
1541	0.992265
1542	0.992265
1543	0.992265
1544	0.992261
1545	0.992255
1546	0.992247
1547	0.992238
1548	0.992227
1549	0.992213
1550	0.992195
1551	0.992173
1552	0.992149
1553	0.992124
1554	0.992096
1555	0.992067
1556	0.992039
1557	0.99201
1558	0.991981
1559	0.991954
1560	0.991929
1561	0.991903
1562	0.991878
1563	0.991854
1564	0.991833
1565	0.991813
1566	0.991795
1567	0.991779
1568	0.991765
1569	0.991753
1570	0.991744
1571	0.991736
1572	0.991731
1573	0.991729
1574	0.991728
1575	0.991731
1576	0.991736
1577	0.991744
1578	0.991753
1579	0.991765
1580	0.99178
1581	0.991798
1582	0.991817
1583	0.991837
1584	0.991857
1585	0.991879
1586	0.991901
1587	0.991924
1588	0.991951
1589	0.991979
1590	0.992009
1591	0.992037
1592	0.992067
1593	0.992097
1594	0.992128
1595	0.992157
1596	0.992188
1597	0.992218
1598	0.992247
1599	0.992276
1600	0.992306
1601	0.992332
1602	0.992357
1603	0.992377
1604	0.992392
1605	0.992405
1606	0.992414
1607	0.992424
1608	0.992431
1609	0.992437
1610	0.99244
1611	0.992441
1612	0.992441
1613	0.992435
1614	0.99243
1615	0.992418
1616	0.992405
1617	0.992391
1618	0.992373
1619	0.992358
1620	0.992341
1621	0.992324
1622	0.992304
1623	0.992285
1624	0.992261
1625	0.992237
1626	0.992213
1627	0.992187
1628	0.992162
1629	0.99214
1630	0.992118
1631	0.992098
1632	0.99208
1633	0.992063
1634	0.992045
1635	0.992029
1636	0.992014
1637	0.991998
1638	0.991985
1639	0.991973
1640	0.991962
1641	0.991954
1642	0.991948
1643	0.991943
1644	0.99194
1645	0.991941
1646	0.991943
1647	0.991946
1648	0.991952
1649	0.99196
1650	0.991971
1651	0.991823
1652	0.992002
1653	0.99202
1654	0.99204
1655	0.992061
1656	0.99208
1657	0.9921
1658	0.992122
1659	0.992144
1660	0.992168
1661	0.992195
1662	0.992221
1663	0.992247
1664	0.992277
1665	0.992306
1666	0.992336
1667	0.992369
1668	0.992399
1669	0.992431
1670	0.992462
1671	0.99249
1672	0.99252
1673	0.992545
1674	0.992566
1675	0.992579
1676	0.992586
1677	0.992592
1678	0.992592
1679	0.992592
1680	0.992592
1681	0.992591
1682	0.99259
1683	0.992589
1684	0.992588
1685	0.992583
1686	0.992578
1687	0.992573
1688	0.992564
1689	0.992555
1690	0.992546
1691	0.992534
1692	0.992522
1693	0.992509
1694	0.992492
1695	0.992477
1696	0.99246
1697	0.99244
1698	0.99242
1699	0.992398
1700	0.992374
1701	0.992349
1702	0.992324
1703	0.992301
1704	0.992276
1705	0.992254
1706	0.992234
1707	0.992215
1708	0.992199
1709	0.992184
1710	0.992175
1711	0.992165
1712	0.992159
1713	0.992155
1714	0.992152
1715	0.992153
1716	0.992154
1717	0.992161
1718	0.992166
1719	0.992174
1720	0.992185
1721	0.992194
1722	0.992206
1723	0.992218
1724	0.992232
1725	0.992247
1726	0.992262
1727	0.99228
1728	0.992298
1729	0.992318
1730	0.99234
1731	0.992364
1732	0.992389
1733	0.992415
1734	0.992445
1735	0.992475
1736	0.992506
1737	0.99254
1738	0.992572
1739	0.992604
1740	0.992633
1741	0.992662
1742	0.992688
1743	0.992712
1744	0.992736
1745	0.99276
1746	0.992779
1747	0.992796
1748	0.992809
1749	0.99282
1750	0.992829
1751	0.992835
1752	0.99284
1753	0.99284
1754	0.992836
1755	0.992834
1756	0.992828
1757	0.99282
1758	0.992808
1759	0.992793
1760	0.992778
1761	0.992763
1762	0.992747
1763	0.992731
1764	0.992718
1765	0.992702
1766	0.992687
1767	0.992672
1768	0.992653
1769	0.992634
1770	0.992612
1771	0.992591
1772	0.992568
1773	0.992547
1774	0.992527
1775	0.992508
1776	0.992488
1777	0.992473
1778	0.992459
1779	0.992447
1780	0.992437
1781	0.992429
1782	0.992421
1783	0.992418
1784	0.992417
1785	0.992416
1786	0.992417
1787	0.992421
1788	0.992427
1789	0.992435
1790	0.992446
1791	0.992459
1792	0.992473
1793	0.992491
1794	0.99251
1795	0.992531
1796	0.992554
1797	0.992412
1798	0.992599
1799	0.992624
1800	0.992648
1801	0.992672
1802	0.992698
1803	0.992725
1804	0.992753
1805	0.99278
1806	0.992809
1807	0.992837
1808	0.992866
1809	0.992894
1810	0.99292
1811	0.992945
1812	0.992967
1813	0.992987
1814	0.993006
1815	0.993024
1816	0.993038
1817	0.993049
1818	0.993061
1819	0.993068
1820	0.993074
1821	0.993076
1822	0.993078
1823	0.993076
1824	0.993074
1825	0.993072
1826	0.993069
1827	0.993066
1828	0.993061
1829	0.993055
1830	0.99305
1831	0.993041
1832	0.993032
1833	0.993022
1834	0.99301
1835	0.992994
1836	0.992977
1837	0.992958
1838	0.992937
1839	0.992917
1840	0.992893
1841	0.99287
1842	0.992846
1843	0.992824
1844	0.992802
1845	0.992781
1846	0.992763
1847	0.992746
1848	0.992734
1849	0.992575
1850	0.992715
1851	0.99271
1852	0.992705
1853	0.992703
1854	0.992703
1855	0.992706
1856	0.99271
1857	0.99272
1858	0.992728
1859	0.992739
1860	0.992751
1861	0.992763
1862	0.992777
1863	0.992789
1864	0.992804
1865	0.992819
1866	0.992836
1867	0.992854
1868	0.992874
