Simulationsschritt	Durchschnittsdichte
1874	1.00095
1875	1.00096
1876	1.00096
1877	1.00096
1878	1.00096
1879	1.00095
1880	1.00095
1881	1.00095
1882	1.00095
1883	1.00095
1884	1.00095
1885	1.00095
1886	1.00094
1887	1.00094
1888	1.00094
1889	1.00094
1890	1.00094
1891	1.00094
1892	1.00094
1893	1.00094
1894	1.00094
1895	1.00094
1896	1.00094
1897	1.00094
1898	1.00094
1899	1.00094
1900	1.00094
1901	1.00094
1902	1.00094
1903	1.00094
1904	1.00095
1905	1.00095
1906	1.00095
1907	1.00095
1908	1.00095
1909	1.00096
1910	1.00096
1911	1.00096
1912	1.00097
1913	1.00097
1914	1.00097
1915	1.00098
1916	1.00098
1917	1.00098
1918	1.00099
1919	1.00099
1920	1.00099
1921	1.00099
1922	1.001
1923	1.001
1924	1.001
1925	1.001
1926	1.001
1927	1.001
1928	1.001
1929	1.001
1930	1.001
1931	1.001
1932	1.001
1933	1.001
1934	1.001
1935	1.001
1936	1.001
1937	1.001
1938	1.001
1939	1.001
1940	1.00101
1941	1.00101
1942	1.00101
1943	1.00101
1944	1.00101
1945	1.00101
1946	1.00102
1947	1.00102
1948	1.00102
1949	1.00102
1950	1.00103
1951	1.00103
1952	1.00103
1953	1.00104
1954	1.00104
1955	1.00104
1956	1.00104
1957	1.00105
1958	1.00105
1959	1.00105
1960	1.00105
1961	1.00105
1962	1.00106
1963	1.00106
1964	1.00106
1965	1.00106
1966	1.00107
1967	1.00107
1968	1.00107
1969	1.00107
1970	1.00108
1971	1.00108
1972	1.00108
1973	1.00108
1974	1.00108
1975	1.00108
1976	1.00108
1977	1.00108
1978	1.00108
1979	1.00107
1980	1.00108
1981	1.00107
1982	1.00107
1983	1.00107
1984	1.00107
1985	1.00107
1986	1.00106
1987	1.00106
1988	1.00106
1989	1.00106
1990	1.00106
1991	1.00106
1992	1.00105
1993	1.00105
1994	1.00105
1995	1.00105
1996	1.00105
1997	1.00105
1998	1.00105
1999	1.00105

